subject	predicate	object
castPair671	schema:actor	person90633
castPair672	schema:actor	person90633
castPair673	schema:actor	person9281
castPair674	schema:actor	person93803
castPair1	schema:actor	person1315036
castPair2	schema:actor	person2
castPair3	schema:actor	person236695
castPair4	schema:actor	person25072
castPair5	schema:actor	person4
castPair6	schema:actor	person93210
castPair7	schema:actor	person1245
castPair8	schema:actor	person16828
castPair9	schema:actor	person17604
castPair10	schema:actor	person1896
castPair11	schema:actor	person3223
castPair12	schema:actor	person71580
castPair13	schema:actor	person74568
castPair14	schema:actor	person1063
castPair15	schema:actor	person1065
castPair16	schema:actor	person521
castPair17	schema:actor	person1065
castPair18	schema:actor	person521
castPair19	schema:actor	person85
castPair20	schema:actor	person521
castPair21	schema:actor	person8930
castPair22	schema:actor	person1109702
castPair23	schema:actor	person122750
castPair24	schema:actor	person54882
castPair25	schema:actor	person110
castPair26	schema:actor	person1327
castPair27	schema:actor	person1328
castPair28	schema:actor	person1330
castPair29	schema:actor	person10989
castPair30	schema:actor	person10990
castPair31	schema:actor	person10993
castPair32	schema:actor	person1283
castPair33	schema:actor	person1923
castPair34	schema:actor	person4566
castPair35	schema:actor	person5469
castPair36	schema:actor	person5658
castPair37	schema:actor	person10990
castPair38	schema:actor	person10993
castPair39	schema:actor	person1283
castPair40	schema:actor	person1923
castPair41	schema:actor	person4566
castPair42	schema:actor	person5469
castPair43	schema:actor	person5658
castPair44	schema:actor	person10993
castPair45	schema:actor	person1283
castPair46	schema:actor	person1923
castPair47	schema:actor	person4566
castPair48	schema:actor	person5469
castPair49	schema:actor	person5658
castPair50	schema:actor	person1923
castPair51	schema:actor	person4566
castPair52	schema:actor	person1327
castPair53	schema:actor	person1328
castPair54	schema:actor	person1330
castPair55	schema:actor	person2716
castPair56	schema:actor	person110742
castPair57	schema:actor	person115974
castPair58	schema:actor	person206
castPair59	schema:actor	person208677
castPair60	schema:actor	person222121
castPair61	schema:actor	person115974
castPair62	schema:actor	person206
castPair63	schema:actor	person208677
castPair64	schema:actor	person222121
castPair65	schema:actor	person1304661
castPair66	schema:actor	person1304662
castPair67	schema:actor	person17064
castPair68	schema:actor	person19923
castPair69	schema:actor	person477
castPair70	schema:actor	person15277
castPair71	schema:actor	person1649152
castPair72	schema:actor	person505710
castPair73	schema:actor	person116
castPair74	schema:actor	person1327
castPair75	schema:actor	person1709
castPair76	schema:actor	person1710
castPair77	schema:actor	person1711
castPair78	schema:actor	person378
castPair79	schema:actor	person85
castPair80	schema:actor	person1920
castPair81	schema:actor	person206
castPair82	schema:actor	person208677
castPair83	schema:actor	person222121
castPair84	schema:actor	person1709
castPair85	schema:actor	person1710
castPair86	schema:actor	person1711
castPair87	schema:actor	person378
castPair88	schema:actor	person85
castPair89	schema:actor	person140
castPair90	schema:actor	person18897
castPair91	schema:actor	person19274
castPair92	schema:actor	person212
castPair93	schema:actor	person4483
castPair94	schema:actor	person70851
castPair95	schema:actor	person2449
castPair96	schema:actor	person85
castPair97	schema:actor	person1222060
castPair98	schema:actor	person144655
castPair99	schema:actor	person149894
castPair100	schema:actor	person84507
castPair101	schema:actor	person93803
castPair102	schema:actor	person9705
castPair103	schema:actor	person3223
castPair104	schema:actor	person6941
castPair105	schema:actor	person776
castPair106	schema:actor	person16483
castPair107	schema:actor	person40325
castPair108	schema:actor	person77927
castPair109	schema:actor	person77931
castPair110	schema:actor	person83768
castPair111	schema:actor	person144655
castPair112	schema:actor	person149894
castPair113	schema:actor	person84507
castPair114	schema:actor	person93803
castPair115	schema:actor	person9705
castPair116	schema:actor	person54882
castPair117	schema:actor	person884
castPair118	schema:actor	person1233
castPair119	schema:actor	person2283
castPair120	schema:actor	person27972
castPair121	schema:actor	person2954
castPair122	schema:actor	person55636
castPair123	schema:actor	person57755
castPair124	schema:actor	person72129
castPair125	schema:actor	person9281
castPair126	schema:actor	person96066
castPair127	schema:actor	person16828
castPair128	schema:actor	person16851
castPair129	schema:actor	person17604
castPair130	schema:actor	person1896
castPair131	schema:actor	person2231
castPair132	schema:actor	person3223
castPair133	schema:actor	person74568
castPair134	schema:actor	person4495
castPair135	schema:actor	person20664
castPair136	schema:actor	person215919
castPair137	schema:actor	person40325
castPair138	schema:actor	person77927
castPair139	schema:actor	person77931
castPair140	schema:actor	person77933
castPair141	schema:actor	person77934
castPair142	schema:actor	person83768
castPair143	schema:actor	person84508
castPair144	schema:actor	person2
castPair145	schema:actor	person1271449
castPair146	schema:actor	person1937839
castPair147	schema:actor	person2244922
castPair148	schema:actor	person1937839
castPair149	schema:actor	person2244922
castPair150	schema:actor	person1339108
castPair151	schema:actor	person1471280
castPair152	schema:actor	person1874
castPair153	schema:actor	person223768
castPair154	schema:actor	person25409
castPair155	schema:actor	person912632
castPair156	schema:actor	person4566
castPair157	schema:actor	person5469
castPair158	schema:actor	person85
castPair159	schema:actor	person17647
castPair160	schema:actor	person51329
castPair161	schema:actor	person543261
castPair162	schema:actor	person543530
castPair163	schema:actor	person73457
castPair164	schema:actor	person8691
castPair165	schema:actor	person2975
castPair166	schema:actor	person6384
castPair167	schema:actor	person6972
castPair168	schema:actor	person12950
castPair169	schema:actor	person12951
castPair170	schema:actor	person7633
castPair171	schema:actor	person12951
castPair172	schema:actor	person7633
castPair173	schema:actor	person7633
castPair174	schema:actor	person34199
castPair175	schema:actor	person34982
castPair176	schema:actor	person34983
castPair177	schema:actor	person35109
castPair178	schema:actor	person35224
castPair179	schema:actor	person43125
castPair180	schema:actor	person44052
castPair181	schema:actor	person9601
castPair182	schema:actor	person1304662
castPair183	schema:actor	person17064
castPair184	schema:actor	person19923
castPair185	schema:actor	person477
castPair186	schema:actor	person17064
castPair187	schema:actor	person19923
castPair188	schema:actor	person477
castPair189	schema:actor	person2
castPair190	schema:actor	person236695
castPair191	schema:actor	person25072
castPair192	schema:actor	person4
castPair193	schema:actor	person93210
castPair194	schema:actor	person37632
castPair195	schema:actor	person58873
castPair196	schema:actor	person77795
castPair197	schema:actor	person998225
castPair198	schema:actor	person1328
castPair199	schema:actor	person1330
castPair200	schema:actor	person25136
castPair201	schema:actor	person30315
castPair202	schema:actor	person7060
castPair203	schema:actor	person1330
castPair204	schema:actor	person2975
castPair205	schema:actor	person530
castPair206	schema:actor	person6384
castPair207	schema:actor	person236696
castPair208	schema:actor	person58395
castPair209	schema:actor	person1471280
castPair210	schema:actor	person1874
castPair211	schema:actor	person223768
castPair212	schema:actor	person25409
castPair213	schema:actor	person912632
castPair214	schema:actor	person141
castPair215	schema:actor	person147
castPair216	schema:actor	person240171
castPair217	schema:actor	person2535
castPair218	schema:actor	person589
castPair219	schema:actor	person18897
castPair220	schema:actor	person19274
castPair221	schema:actor	person212
castPair222	schema:actor	person4483
castPair223	schema:actor	person70851
castPair224	schema:actor	person147
castPair225	schema:actor	person240171
castPair226	schema:actor	person2535
castPair227	schema:actor	person589
castPair228	schema:actor	person2632
castPair229	schema:actor	person28637
castPair230	schema:actor	person5726
castPair231	schema:actor	person6730
castPair232	schema:actor	person7399
castPair233	schema:actor	person9575
castPair234	schema:actor	person149894
castPair235	schema:actor	person84507
castPair236	schema:actor	person93803
castPair237	schema:actor	person9705
castPair238	schema:actor	person18997
castPair239	schema:actor	person4785
castPair240	schema:actor	person73457
castPair241	schema:actor	person240171
castPair242	schema:actor	person2535
castPair243	schema:actor	person589
castPair244	schema:actor	person1874
castPair245	schema:actor	person223768
castPair246	schema:actor	person25409
castPair247	schema:actor	person912632
castPair248	schema:actor	person84507
castPair249	schema:actor	person93803
castPair250	schema:actor	person9705
castPair251	schema:actor	person18980
castPair252	schema:actor	person23679
castPair253	schema:actor	person31531
castPair254	schema:actor	person31549
castPair255	schema:actor	person34521
castPair256	schema:actor	person34983
castPair257	schema:actor	person52794
castPair258	schema:actor	person1649152
castPair259	schema:actor	person505710
castPair260	schema:actor	person17881
castPair261	schema:actor	person4785
castPair262	schema:actor	person5293
castPair263	schema:actor	person819
castPair264	schema:actor	person887
castPair265	schema:actor	person15758
castPair266	schema:actor	person15760
castPair267	schema:actor	person5723
castPair268	schema:actor	person5724
castPair269	schema:actor	person57599
castPair270	schema:actor	person15760
castPair271	schema:actor	person5723
castPair272	schema:actor	person5724
castPair273	schema:actor	person57599
castPair274	schema:actor	person5723
castPair275	schema:actor	person5724
castPair276	schema:actor	person57599
castPair277	schema:actor	person505710
castPair278	schema:actor	person17604
castPair279	schema:actor	person1896
castPair280	schema:actor	person2231
castPair281	schema:actor	person3223
castPair282	schema:actor	person60898
castPair283	schema:actor	person74568
castPair284	schema:actor	person73968
castPair285	schema:actor	person880
castPair286	schema:actor	person90633
castPair287	schema:actor	person9273
castPair288	schema:actor	person18998
castPair289	schema:actor	person18999
castPair290	schema:actor	person19274
castPair291	schema:actor	person205
castPair292	schema:actor	person2219
castPair293	schema:actor	person19923
castPair294	schema:actor	person477
castPair295	schema:actor	person25409
castPair296	schema:actor	person912632
castPair297	schema:actor	person1710
castPair298	schema:actor	person1711
castPair299	schema:actor	person378
castPair300	schema:actor	person85
castPair301	schema:actor	person1711
castPair302	schema:actor	person378
castPair303	schema:actor	person85
castPair304	schema:actor	person378
castPair305	schema:actor	person85
castPair306	schema:actor	person21007
castPair307	schema:actor	person24264
castPair308	schema:actor	person41091
castPair309	schema:actor	person449
castPair310	schema:actor	person54691
castPair311	schema:actor	person59174
castPair312	schema:actor	person188229
castPair313	schema:actor	person34398
castPair314	schema:actor	person6574
castPair315	schema:actor	person70615
castPair316	schema:actor	person78798
castPair317	schema:actor	person78799
castPair318	schema:actor	person1896
castPair319	schema:actor	person3223
castPair320	schema:actor	person74568
castPair321	schema:actor	person4173
castPair322	schema:actor	person524
castPair323	schema:actor	person74568
castPair324	schema:actor	person91606
castPair325	schema:actor	person37034
castPair326	schema:actor	person37035
castPair327	schema:actor	person5012
castPair328	schema:actor	person223768
castPair329	schema:actor	person25409
castPair330	schema:actor	person912632
castPair331	schema:actor	person34398
castPair332	schema:actor	person6574
castPair333	schema:actor	person70615
castPair334	schema:actor	person78798
castPair335	schema:actor	person78799
castPair336	schema:actor	person19274
castPair337	schema:actor	person212
castPair338	schema:actor	person4483
castPair339	schema:actor	person70851
castPair340	schema:actor	person3223
castPair341	schema:actor	person74568
castPair342	schema:actor	person23679
castPair343	schema:actor	person31531
castPair344	schema:actor	person31549
castPair345	schema:actor	person34521
castPair346	schema:actor	person34983
castPair347	schema:actor	person52794
castPair348	schema:actor	person73457
castPair349	schema:actor	person18999
castPair350	schema:actor	person205
castPair351	schema:actor	person2219
castPair352	schema:actor	person205
castPair353	schema:actor	person2219
castPair354	schema:actor	person3895
castPair355	schema:actor	person4566
castPair356	schema:actor	person5658
castPair357	schema:actor	person212
castPair358	schema:actor	person22226
castPair359	schema:actor	person4483
castPair360	schema:actor	person70851
castPair361	schema:actor	person32895
castPair362	schema:actor	person32907
castPair363	schema:actor	person52792
castPair364	schema:actor	person60949
castPair365	schema:actor	person60950
castPair366	schema:actor	person884
castPair367	schema:actor	person2244922
castPair368	schema:actor	person477
castPair369	schema:actor	person236695
castPair370	schema:actor	person24343
castPair371	schema:actor	person25072
castPair372	schema:actor	person3
castPair373	schema:actor	person4
castPair374	schema:actor	person6
castPair375	schema:actor	person93210
castPair376	schema:actor	person2219
castPair377	schema:actor	person208677
castPair378	schema:actor	person222121
castPair379	schema:actor	person215919
castPair380	schema:actor	person40325
castPair381	schema:actor	person77927
castPair382	schema:actor	person77931
castPair383	schema:actor	person77934
castPair384	schema:actor	person83768
castPair385	schema:actor	person222121
castPair386	schema:actor	person24264
castPair387	schema:actor	person41091
castPair388	schema:actor	person449
castPair389	schema:actor	person54691
castPair390	schema:actor	person59174
castPair391	schema:actor	person4483
castPair392	schema:actor	person70851
castPair393	schema:actor	person2524
castPair394	schema:actor	person40325
castPair395	schema:actor	person77927
castPair396	schema:actor	person77931
castPair397	schema:actor	person77933
castPair398	schema:actor	person77934
castPair399	schema:actor	person81244
castPair400	schema:actor	person83768
castPair401	schema:actor	person90567
castPair402	schema:actor	person2888
castPair403	schema:actor	person25409
castPair404	schema:actor	person912632
castPair405	schema:actor	person27972
castPair406	schema:actor	person2954
castPair407	schema:actor	person55636
castPair408	schema:actor	person57755
castPair409	schema:actor	person72129
castPair410	schema:actor	person9281
castPair411	schema:actor	person96066
castPair412	schema:actor	person4495
castPair413	schema:actor	person25072
castPair414	schema:actor	person4
castPair415	schema:actor	person93210
castPair416	schema:actor	person58395
castPair417	schema:actor	person31531
castPair418	schema:actor	person31549
castPair419	schema:actor	person34521
castPair420	schema:actor	person34983
castPair421	schema:actor	person52794
castPair422	schema:actor	person4175
castPair423	schema:actor	person2535
castPair424	schema:actor	person589
castPair425	schema:actor	person41091
castPair426	schema:actor	person449
castPair427	schema:actor	person54691
castPair428	schema:actor	person59174
castPair429	schema:actor	person3
castPair430	schema:actor	person4
castPair431	schema:actor	person6
castPair432	schema:actor	person85
castPair433	schema:actor	person378
castPair434	schema:actor	person85
castPair435	schema:actor	person4
castPair436	schema:actor	person93210
castPair437	schema:actor	person30315
castPair438	schema:actor	person7060
castPair439	schema:actor	person589
castPair440	schema:actor	person49767
castPair441	schema:actor	person912632
castPair442	schema:actor	person28637
castPair443	schema:actor	person5726
castPair444	schema:actor	person6730
castPair445	schema:actor	person7399
castPair446	schema:actor	person9575
castPair447	schema:actor	person3061
castPair448	schema:actor	person524
castPair449	schema:actor	person6
castPair450	schema:actor	person7908
castPair451	schema:actor	person2954
castPair452	schema:actor	person55636
castPair453	schema:actor	person57755
castPair454	schema:actor	person72129
castPair455	schema:actor	person9281
castPair456	schema:actor	person96066
castPair457	schema:actor	person5726
castPair458	schema:actor	person6730
castPair459	schema:actor	person7399
castPair460	schema:actor	person9575
castPair461	schema:actor	person73968
castPair462	schema:actor	person9273
castPair463	schema:actor	person55636
castPair464	schema:actor	person57755
castPair465	schema:actor	person72129
castPair466	schema:actor	person9281
castPair467	schema:actor	person96066
castPair468	schema:actor	person530
castPair469	schema:actor	person6384
castPair470	schema:actor	person5472
castPair471	schema:actor	person4
castPair472	schema:actor	person6
castPair473	schema:actor	person71580
castPair474	schema:actor	person7060
castPair475	schema:actor	person524
castPair476	schema:actor	person3910
castPair477	schema:actor	person31549
castPair478	schema:actor	person34521
castPair479	schema:actor	person34983
castPair480	schema:actor	person52794
castPair481	schema:actor	person34521
castPair482	schema:actor	person34983
castPair483	schema:actor	person52794
castPair484	schema:actor	person74568
castPair485	schema:actor	person9048
castPair486	schema:actor	person52792
castPair487	schema:actor	person60950
castPair488	schema:actor	person884
castPair489	schema:actor	person34982
castPair490	schema:actor	person35109
castPair491	schema:actor	person35224
castPair492	schema:actor	person44052
castPair493	schema:actor	person9601
castPair494	schema:actor	person6574
castPair495	schema:actor	person70615
castPair496	schema:actor	person78798
castPair497	schema:actor	person78799
castPair498	schema:actor	person34983
castPair499	schema:actor	person52794
castPair500	schema:actor	person34983
castPair501	schema:actor	person35109
castPair502	schema:actor	person35224
castPair503	schema:actor	person43125
castPair504	schema:actor	person44052
castPair505	schema:actor	person586496
castPair506	schema:actor	person71447
castPair507	schema:actor	person79020
castPair508	schema:actor	person79021
castPair509	schema:actor	person9601
castPair510	schema:actor	person35109
castPair511	schema:actor	person35224
castPair512	schema:actor	person43125
castPair513	schema:actor	person44052
castPair514	schema:actor	person52794
castPair515	schema:actor	person9601
castPair516	schema:actor	person35224
castPair517	schema:actor	person43125
castPair518	schema:actor	person44052
castPair519	schema:actor	person9601
castPair520	schema:actor	person43125
castPair521	schema:actor	person44052
castPair522	schema:actor	person9601
castPair523	schema:actor	person37035
castPair524	schema:actor	person5012
castPair525	schema:actor	person5012
castPair526	schema:actor	person58873
castPair527	schema:actor	person77795
castPair528	schema:actor	person998225
castPair529	schema:actor	person85
castPair530	schema:actor	person3798
castPair531	schema:actor	person3895
castPair532	schema:actor	person64
castPair533	schema:actor	person64
castPair534	schema:actor	person6
castPair535	schema:actor	person93210
castPair536	schema:actor	person77927
castPair537	schema:actor	person77931
castPair538	schema:actor	person77933
castPair539	schema:actor	person77934
castPair540	schema:actor	person81244
castPair541	schema:actor	person83768
castPair542	schema:actor	person84508
castPair543	schema:actor	person90567
castPair544	schema:actor	person9711
castPair545	schema:actor	person449
castPair546	schema:actor	person54691
castPair547	schema:actor	person59174
castPair548	schema:actor	person74568
castPair549	schema:actor	person91606
castPair550	schema:actor	person44052
castPair551	schema:actor	person586496
castPair552	schema:actor	person71447
castPair553	schema:actor	person79020
castPair554	schema:actor	person79021
castPair555	schema:actor	person9601
castPair556	schema:actor	person586496
castPair557	schema:actor	person71447
castPair558	schema:actor	person79020
castPair559	schema:actor	person79021
castPair560	schema:actor	person9601
castPair561	schema:actor	person70851
castPair562	schema:actor	person54691
castPair563	schema:actor	person59174
castPair564	schema:actor	person5469
castPair565	schema:actor	person5658
castPair566	schema:actor	person9191
castPair567	schema:actor	person59333
castPair568	schema:actor	person4784
castPair569	schema:actor	person543261
castPair570	schema:actor	person543530
castPair571	schema:actor	person73457
castPair572	schema:actor	person8691
castPair573	schema:actor	person74568
castPair574	schema:actor	person884
castPair575	schema:actor	person6384
castPair576	schema:actor	person8784
castPair577	schema:actor	person543530
castPair578	schema:actor	person73457
castPair579	schema:actor	person8691
castPair580	schema:actor	person73457
castPair581	schema:actor	person8691
castPair582	schema:actor	person5658
castPair583	schema:actor	person59174
castPair584	schema:actor	person57755
castPair585	schema:actor	person72129
castPair586	schema:actor	person9281
castPair587	schema:actor	person96066
castPair588	schema:actor	person73040
castPair589	schema:actor	person5724
castPair590	schema:actor	person57599
castPair591	schema:actor	person57599
castPair592	schema:actor	person6730
castPair593	schema:actor	person7399
castPair594	schema:actor	person9575
castPair595	schema:actor	person57713
castPair596	schema:actor	person57714
castPair597	schema:actor	person57715
castPair598	schema:actor	person57800
castPair599	schema:actor	person57714
castPair600	schema:actor	person57715
castPair601	schema:actor	person57715
castPair602	schema:actor	person57800
castPair603	schema:actor	person57800
castPair604	schema:actor	person72129
castPair605	schema:actor	person9281
castPair606	schema:actor	person96066
castPair607	schema:actor	person71447
castPair608	schema:actor	person79020
castPair609	schema:actor	person79021
castPair610	schema:actor	person77795
castPair611	schema:actor	person998225
castPair612	schema:actor	person7908
castPair613	schema:actor	person6972
castPair614	schema:actor	person70615
castPair615	schema:actor	person78798
castPair616	schema:actor	person78799
castPair617	schema:actor	person7399
castPair618	schema:actor	person9575
castPair619	schema:actor	person776
castPair620	schema:actor	person71580
castPair621	schema:actor	person78798
castPair622	schema:actor	person78799
castPair623	schema:actor	person79020
castPair624	schema:actor	person79021
castPair625	schema:actor	person74568
castPair626	schema:actor	person9281
castPair627	schema:actor	person96066
castPair628	schema:actor	person8691
castPair629	schema:actor	person95101
castPair630	schema:actor	person880
castPair631	schema:actor	person90633
castPair632	schema:actor	person9273
castPair633	schema:actor	person887
castPair634	schema:actor	person9575
castPair635	schema:actor	person91606
castPair636	schema:actor	person998225
castPair637	schema:actor	person77931
castPair638	schema:actor	person77933
castPair639	schema:actor	person77934
castPair640	schema:actor	person81244
castPair641	schema:actor	person83768
castPair642	schema:actor	person84508
castPair643	schema:actor	person90567
castPair644	schema:actor	person9711
castPair645	schema:actor	person77933
castPair646	schema:actor	person77934
castPair647	schema:actor	person81244
castPair648	schema:actor	person83768
castPair649	schema:actor	person84508
castPair650	schema:actor	person90567
castPair651	schema:actor	person9711
castPair652	schema:actor	person77934
castPair653	schema:actor	person81244
castPair654	schema:actor	person83768
castPair655	schema:actor	person90567
castPair656	schema:actor	person9711
castPair657	schema:actor	person81244
castPair658	schema:actor	person83768
castPair659	schema:actor	person84508
castPair660	schema:actor	person90567
castPair661	schema:actor	person78799
castPair662	schema:actor	person79021
castPair663	schema:actor	person83768
castPair664	schema:actor	person90567
castPair665	schema:actor	person90567
castPair666	schema:actor	person9711
castPair667	schema:actor	person93803
castPair668	schema:actor	person9705
castPair669	schema:actor	person90633
castPair670	schema:actor	person9273
castPair671	schema:actor	person9273
castPair672	schema:actor	person935
castPair673	schema:actor	person96066
castPair674	schema:actor	person9705
